url_player,pob,pob_coord,pob_lat,pob_lng,cob_alpha3,cob,cob_uk
/wiki/Steve_Howey_(footballer),/wiki/Sunderland,54°54′22″N 1°22′52″W,54.9,-1.3666666666666667,GBR,United Kingdom,England
/wiki/Tim_Flowers,/wiki/Kenilworth,52°20′28″N 1°33′58″W,52.333333333333336,-1.55,GBR,United Kingdom,England
/wiki/Nick_Barmby,/wiki/Kingston_upon_Hull,53°44′40″N 00°19′57″W,53.733333333333334,-0.31666666666666665,NA,NA,NA
/wiki/Jamie_Redknapp,/wiki/Barton_on_Sea,50°44′34″N 1°39′19″W,50.733333333333334,-1.65,NA,NA,NA
/wiki/Sol_Campbell,"/wiki/Plaistow,_Newham",51°31′27″N 0°01′28″E,51.516666666666666,0.016666666666666666,GBR,United Kingdom,England
/wiki/Steve_McManaman,/wiki/Bootle,53°26′45″N 2°59′21″W,53.43333333333333,-2.9833333333333334,GBR,United Kingdom,England
/wiki/Les_Ferdinand,"/wiki/Acton,_London",51°30′49″N 0°16′14″W,51.5,-0.26666666666666666,GBR,United Kingdom,England
/wiki/Phil_Neville,"/wiki/Bury,_Greater_Manchester",53°35′35″N 2°17′53″W,53.583333333333336,-2.283333333333333,GBR,United Kingdom,England
/wiki/Steve_Stone_(footballer),/wiki/Gateshead,54°57′N 1°36′W,54.95,-1.6,GBR,United Kingdom,England
/wiki/Robbie_Fowler,/wiki/Toxteth,53°23′22″N 2°58′17″W,53.38333333333333,-2.966666666666667,GBR,United Kingdom,England
/wiki/Ian_Walker_(footballer),/wiki/Watford,51°39′18″N 0°23′44.5″W,51.65,-0.38333333333333336,GBR,United Kingdom,England
/wiki/Edwin_van_der_Sar,/wiki/Voorhout,52°13′23″N 4°29′11″E,52.21666666666667,4.483333333333333,NLD,Netherlands,NA
/wiki/Michael_Reiziger,/wiki/Amstelveen,52°18′N 4°51′E,52.3,4.85,NLD,Netherlands,NA
/wiki/Clarence_Seedorf,/wiki/Paramaribo,5°51′8″N 55°12′14″W,5.85,-55.2,SUR,Suriname,NA
/wiki/Jaap_Stam,"/wiki/Kampen,_Overijssel",52°33′N 5°55′E,52.55,5.916666666666667,NLD,Netherlands,NA
/wiki/Ronald_de_Boer,/wiki/Hoorn,52°39′N 5°4′E,52.65,5.066666666666666,NLD,Netherlands,NA
/wiki/Gaston_Taument,/wiki/The_Hague,52°04′48″N 04°18′36″E,52.06666666666667,4.3,NLD,Netherlands,NA
/wiki/Edgar_Davids,/wiki/Paramaribo,5°51′8″N 55°12′14″W,5.85,-55.2,SUR,Suriname,NA
/wiki/Patrick_Kluivert,/wiki/Amsterdam,52°22′N 4°54′E,52.36666666666667,4.9,NLD,Netherlands,NA
/wiki/Peter_Hoekstra_(footballer),/wiki/Assen,53°0′N 6°34′E,53,6.566666666666666,NLD,Netherlands,NA
/wiki/Arthur_Numan,/wiki/Heemskerk,52°31′N 4°40′E,52.516666666666666,4.666666666666667,NLD,Netherlands,NA
/wiki/Richard_Witschge,/wiki/Amsterdam,52°22′N 4°54′E,52.36666666666667,4.9,NLD,Netherlands,NA
/wiki/Winston_Bogarde,/wiki/Rotterdam,51°55′N 4°30′E,51.916666666666664,4.5,NLD,Netherlands,NA
/wiki/Ed_de_Goey,"/wiki/Gouda,_South_Holland",52°0′40″N 4°42′40″E,52,4.7,NLD,Netherlands,NA
/wiki/Jordi_Cruyff,/wiki/Amsterdam,52°22′N 4°54′E,52.36666666666667,4.9,NLD,Netherlands,NA
/wiki/Johan_de_Kock,/wiki/Sliedrecht,51°49′N 4°46′E,51.81666666666667,4.766666666666667,NLD,Netherlands,NA
/wiki/Youri_Mulder,/wiki/Brussels,50°51′N 4°21′E,50.85,4.35,BEL,Belgium,NA
/wiki/Phillip_Cocu,/wiki/Eindhoven,51°26′N 5°29′E,51.43333333333333,5.483333333333333,NLD,Netherlands,NA
/wiki/Ruud_Hesp,/wiki/Bussum,52°17′N 5°10′E,52.28333333333333,5.166666666666667,NLD,Netherlands,NA
/wiki/John_Veldman,/wiki/Paramaribo,5°51′8″N 55°12′14″W,5.85,-55.2,SUR,Suriname,NA
/wiki/Jim_Leighton,/wiki/Johnstone,55°50′05″N 4°30′10″W,55.833333333333336,-4.5,GBR,United Kingdom,Scotland
/wiki/Colin_Calderwood,/wiki/Stranraer,54°54′07″N 5°01′37″W,54.9,-5.016666666666667,GBR,United Kingdom,Scotland
/wiki/Colin_Hendry,"/wiki/Keith,_Moray",57°32′35″N 2°57′07″W,57.53333333333333,-2.95,GBR,United Kingdom,Scotland
/wiki/John_Spencer_(Scottish_footballer),/wiki/Glasgow,55°51′39″N 4°15′05″W,55.85,-4.25,GBR,United Kingdom,Scotland
/wiki/John_Collins_(footballer_born_1968),/wiki/Galashiels,55°37′10″N 2°48′12″W,55.61666666666667,-2.8,GBR,United Kingdom,Scotland
/wiki/Tosh_McKinlay,/wiki/Glasgow,55°51′39″N 4°15′05″W,55.85,-4.25,GBR,United Kingdom,Scotland
/wiki/Eoin_Jess,/wiki/Portsoy,57°40′59″N 2°41′17″W,57.666666666666664,-2.6833333333333336,GBR,United Kingdom,Scotland
/wiki/Craig_Burley,/wiki/Ayr,55°27′29″N 4°37′44″W,55.45,-4.616666666666667,GBR,United Kingdom,Scotland
